"Name","Disc. Date","mmax","R.A.","Dec."
"SN2003dw","2003/04/26","16.4","16:45:51.10,16:45:51.108","+59:37:38.0,+59:37:37.99,+59:37:38.09"
"SN2003gr","2003/07/27","16.4","23:38:12.67,23:38:12.678","-20:46:56.0,-20:46:55.99,-20:46:56.09"
"SN2003hr","2003/08/31","16.4","08:24:39.06","+73:24:23.3,+73:24:23.29"
"SN2003iu","2003/10/16","16.4","01:55:24.55","+21:17:06.4,+21:17:06.40"
"SN2005br","2005/03/28","16.4","21:09:13.09","-63:17:05.6,-63:17:05.60"
"SN2006dv","2006/07/20","16.4","23:15:53.06","+05:07:50.2,+05:07:50.20"
"SN2007G","2007/01/09","16.4","00:08:09.81","+27:00:11.4,+27:00:11.41"
"SN2007V","2007/02/12","16.4","10:27:05.58","-03:18:05.1,-03:18:05.11"
"SN2008B","2008/01/02","16.4","15:02:43.65","+23:20:07.8,+23:20:07.80"
"SN2008ej","2008/07/27","16.4","00:27:59.26","+30:45:48.7,+30:45:48.71"
"SN2008et","2008/08/09","16.4","19:32:51.69","-45:13:14.2,-45:13:14.20"
"SN2008fc","2008/08/25","16.4","03:52:12.91","-01:30:30.9,-01:30:30.89"
"SN2008gq","2008/10/27","16.4","10:11:08.85","-13:47:21.4,-13:47:21.41"
"SN2008gz","2008/11/05","16.4","11:25:03.24","-09:47:51.0,-09:47:51.00"
"SN2008ie","2008/12/15","16.4","02:43:20.80","+04:58:19.1,+04:58:19.09"
"SN2009aa","2009/02/03","16.4","11:23:42.28","-22:16:14.5,-22:16:14.48"
"SN2009fz","2009/06/08","16.4","16:54:48.37","-72:34:56.0,-72:34:55.99"
"SN2009gd","2009/06/09","16.4","15:48:22.79","-75:40:47.8,-75:40:47.78"
"SN2009I","2009/01/13","16.4","02:45:10.40","-04:42:49.4,-04:42:49.39"
"LSQ12cpf","2012/05/23","16.4","14:47:48.480,14:47:48.48","+01:03:06.10,+01:03:06.1"
"SN2010an","2010/03/11","16.4","16:17:40.46","+35:00:10.1,+35:00:10.12"
"SN2010bl","2010/04/07","16.4","12:40:34.92","-20:33:40.8,-20:33:40.79"
"SN2010ds","2010/05/22","16.4","19:15:51.46","-56:12:30.9,-56:12:30.89"
"SN2010ic","2010/09/20","16.4","22:19:04.35","+33:19:46.9,+33:19:46.88"
"SN2010ir","2010/10/09","16.4","06:57:23.79","-24:43:10.5,-24:43:10.49"
"SN2011fm","2011/08/22","16.4","19:06:50.17,19:06:50.16","-61:41:57.7,-61:41:57.70"
"SN2012cm","2012/05/13","16.4","09:10:05.45","+20:12:45.1,+20:12:45.11"
"SN2012cs","2012/05/27","16.4","15:31:57.65,15:31:57.66","+68:14:42.8,+68:14:42.11"
"SN2012dl","2012/06/06","16.4","19:12:08.21","-32:07:37.0,-32:07:36.98"
"SN2012ds","2012/07/16","16.4","16:23:45.92","+09:47:12.3,+09:47:12.30"
"SN2012el","2012/08/18","16.4","15:39:57.22","-30:33:19.2,-30:33:19.19"
"SN2012gb","2012/10/31","16.4","22:15:42.84","+37:14:38.0,+37:14:38.00"
"SN2012gn","2012/11/11","16.4","09:24:01.76","+68:33:43.3,+68:33:43.31"
"SN2012ih","2012/12/10","16.4","06:56:42.91","+48:54:10.3,+48:54:10.30,+48:45:10.3"
"SN2013A","2013/01/01","16.4","02:22:04.26","+32:13:57.8,+32:13:57.79"
"SN2013cc","2013/04/28","16.4","05:41:58.76","+69:21:40.9,+69:21:40.90"
"SN2013hq","2013/12/13","16.4","22:24:13.21","+36:05:00.8,+36:05:00.82"
"SN2009kn","2009/10/26","16.41","08:09:43.04","-17:44:51.3,-17:44:51.29"
"SSS120204:122819-342726","2012/02/04","16.41","12:28:19.03,12:28:18.96","-34:27:26.4,-34:27:26.28"
"MLS110512:151647-072202","2011/05/12","16.41","15:16:46.79,15:16:46.8","-07:22:02.0,-07:22:02.1"
"SN2003ej","2003/05/20","16.42","12:39:11.10,12:39:11.04,12:39:11.108","+00:43:30.4,+00:43:30.40,+00:43:30.49"
"SN2009is","2009/07/30","16.42","02:57:07.15,02:57:07.152","+18:01:09.2,+18:01:09.19,+18:01:09.12"
"SN2012K","2012/01/08","16.42","00:34:30.79,00:34:30.833","+30:24:06.3,+30:24:06.30,+30:24:06.12"
"SN2006gr","2006/08/21","16.43","22:32:22.67,22:32:22.56","+30:49:43.3,+30:49:43.32,+30:49:43.28"
"SN2011hb","2011/10/24","16.43","23:27:55.51,23:27:55.50,23:27:55.68","+08:46:45.7,+08:46:45.70,+08:46:44.04"
"SN2008cg","2008/05/05","16.43","15:54:15.15,15:54:15.12","+10:58:25.0,+10:58:25.00,+10:58:24.96"
"LSQ13cpk","2013/10/12","16.44","02:31:03.80,02:31:03.77,02:31:03.76","-20:08:49.6,-20:08:49.5,-20:08:49.3"
"SN2007rx","2007/11/28","16.45","23:40:11.74,23:40:11.782,23:40:11.76","+27:25:16.5,+27:25:15.59,+27:25:15.6,+27:25:16.50"
"SN2003U","2003/01/27","16.45","17:22:45.66,17:22:45.668","+62:09:50.4,+62:09:50.40,+62:09:50.49"
"SN2013U","2013/01/05","16.45","10:01:12.00","+00:19:42.3,+00:19:42.31"
"SN2013cv","2013/05/20","16.46","16:22:43.16,16:22:43.2","+18:57:35.6,+18:57:35.60,+18:57:35.28"
"SN2003Y","2003/01/29","16.47","08:54:34.60,08:54:34.608","+57:10:19.8,+57:10:19.81,+57:10:19.89"
"SN2010jy","2010/10/30","16.47","23:09:43.58,23:09:43.68","+05:41:56.2,+05:41:56.18,+05:41:56.22"
"SN2011ca","2011/04/26","16.47","12:31:24.94,12:31:24.89,12:31:24.96","+29:07:50.6,+29:07:50.59,+29:07:50.0,+29:07:50.88"
"SN2006bo","2006/04/05","16.48","20:30:41.90","+09:11:40.8,+09:11:40.81"
"SN2003hg","2003/08/18","16.48","23:51:24.13,23:51:24.24","+20:06:38.3,+20:06:38.16,+20:06:38.30"
"SN2010ci","2010/04/12","16.48","07:52:58.89,07:52:58.8","+05:29:29.9,+05:29:29.90,+05:29:29.868"
"SN2006au","2006/03/07","16.5","17:57:13.56","+12:11:03.2,+12:11:03.19"
"SN2012hn","2012/04/04","16.5","06:42:42.55,06:42:42.48","-27:26:49.8,-27:26:49.81,-27:26:49.92"
"SN2008at","2008/03/02","16.5","10:27:12.35,10:27:12.469","+71:24:56.4,+71:24:55.55,+71:24:56.41"
"SN2010gn","2010/07/07","16.5","17:17:50.16,17:17:50.04,17:17:49.92,17:17:49.9,17:17:49.90","+40:52:52.68,+40:52:52.7,+40:52:52.0,+40:52:52.00"
"SN2005kf","2005/11/11","16.5","07:47:26.41,07:47:26.51","+26:55:32.6,+26:55:32.4,+26:55:32.41"
"SN2008ho","2008/11/26","16.5","02:25:04.00","-24:48:02.4,-24:48:02.41"
"SN2008il","2008/12/27","16.5","02:17:53.07","-34:47:53.4,-34:47:53.41"
"SN2006cg","2006/05/06","16.5","13:05:02.32","+28:44:24.0,+28:44:24.00"
"SN2011it","2011/11/27","16.5","22:02:44.43,22:02:44.45","+31:41:48.5,+31:41:49.09,+31:41:49.0"
"SN2003gu","2003/08/03","16.5","23:02:59.45","+34:43:19.6,+34:43:19.60"
"SN2003ls","2003/12/22","16.5","03:01:00.39,03:01:00.37","-10:53:04.5,-10:53:04.49,-10:53:32.0"
"SN2003lz","2003/10/30","16.5","07:16:25.24","-29:37:04.5,-29:37:04.51"
"SN2004go","2004/11/18","16.5","02:55:41.76","-14:14:14.5,-14:14:14.50"
"SN2004P","2004/01/23","16.5","13:34:57.76","+34:02:33.7,+34:02:33.68"
"SN2005dl","2005/08/25","16.5","07:27:31.75","+85:45:15.0,+85:45:15.01"
"SN2005G","2005/01/14","16.5","13:44:32.79","+04:46:44.3,+04:46:44.29"
"SN2006ca","2006/05/04","16.5","18:22:54.15","+12:26:03.2,+12:26:03.19"
"SN2006ch","2006/05/09","16.5","23:47:06.12","+29:28:50.6,+29:28:50.59"
"SN2006jb","2006/10/11","16.5","00:00:37.55","+28:23:02.9,+28:23:02.90"
"SN2006rk","2006/11/06","16.5","07:16:24.51","+27:37:25.5,+27:37:25.50"
"SN2007bk","2007/04/20","16.5","15:28:45.58,15:28:45.6","+58:52:12.8,+58:52:12.72,+58:52:12.79"
"SN2007bl","2007/04/18","16.5","22:48:05.44","-47:13:54.3,-47:13:54.30"
"SN2007fz","2007/07/18","16.5","16:02:05.41","+29:43:34.8,+29:43:34.79"
"SN2008ex","2008/08/17","16.5","19:20:28.68","+30:49:42.0,+30:49:41.99"
"SN2009ae","2009/02/15","16.5","16:39:28.87","+21:18:55.6,+21:18:55.58"
"SN2009G","2009/01/05","16.5","14:31:38.34","-43:25:02.8,-43:25:02.78"
"SN2009hp","2009/07/26","16.5","02:58:23.96,02:58:23.938","+06:35:35.1,+06:35:34.64,+06:35:35.09"
"SN2009lp","2009/11/17","16.5","10:37:28.45","-27:39:18.9,-27:39:18.90"
"SN2009T","2009/01/30","16.5","13:51:21.72,13:51:21.6","+14:08:37.6,+14:08:37.61,+14:08:37.68"
"MASTER OT 195828.24+121252.3","2011/08/19","16.5","19:58:28.23","+12:12:52.2"
"PSN J10362433+5833121","2013/08/04","16.5","10:36:24.33","+58:33:12.1"
"PSN J14041297-0938168","2013/12/20","16.5","14:04:12.97","-09:38:16.8"
"PTF11ftr","2011/06/12","16.5","23:55:35.79","+29:12:19.9"
"SN2010el","2010/06/19","16.5","04:19:58.83","-54:56:38.5,-54:56:38.51"
"SN2010gq","2010/07/21","16.5","00:17:25.70","-00:58:37.7,-00:58:37.70"
"SN2011dk","2011/05/12","16.5","21:00:42.28,21:00:42.20","+17:48:22.5,+17:48:22.00,+17:48:22.0"
"SN2011dy","2011/06/28","16.5","23:29:20.13,23:29:20.12","+03:23:08.6,+03:23:08.59"
"SN2011gx","2011/10/03","16.5","05:06:05.76","-45:03:00.3,-45:03:00.29,-45:03:00.36"
"SN2011hn","2011/10/03","16.5","09:03:17.45,09:03:17.52","+30:35:36.4,+30:35:36.38,+30:35:36.24"
"SN2011jy","2011/12/30","16.5","10:53:57.03,10:53:57.02","+23:22:34.5,+23:22:34.50"
"SN2011N","2011/01/20","16.5","05:51:35.18","-59:02:51.3,-59:02:51.29"
"SN2012af","2012/02/11","16.5","15:00:30.87","+23:55:45.1,+23:55:45.08"
"SN2012B","2012/01/08","16.5","03:51:34.52","+37:04:42.7,+37:04:42.71"
"SN2012et","2012/09/12","16.5","23:42:38.82","+27:05:31.5,+27:05:31.49"
"SN2012fj","2012/09/19","16.5","16:15:44.86","+31:57:47.7,+31:57:47.70"
"SN2012fs","2012/10/07","16.5","00:37:39.38","+10:21:29.0,+10:21:29.02"
"SN2012ge","2012/10/25","16.5","13:14:47.05","+54:05:05.5,+54:05:05.50"
"SN2012hy","2012/11/11","16.5","13:01:23.41","-30:56:29.2,-30:56:29.18"
"SN2012N","2012/01/21","16.5","14:35:44.63","+24:43:41.5,+24:43:41.48"
"SN2013da","2013/06/05","16.5","13:45:36.21,13:45:36.24","-07:19:32.6,-07:19:32.59,-07:19:32.484"
"SN2013dj","2013/06/10","16.5","16:46:01.94","+06:27:59.3,+06:27:59.29"
"SN2013gw","2013/11/28","16.5","13:22:48.38","+33:30:20.7,+33:30:20.70"
"SN2013H","2013/01/06","16.5","09:06:30.70","-75:49:01.5,-75:49:01.49"
"SN2013he","2013/12/09","16.5","12:53:06.27","+36:49:00.1,+36:49:00.08"
"SN2013V","2013/01/06","16.5","09:08:41.54","+44:48:49.6,+44:48:49.61"
"SNhunt119","2012/03/23","16.5","06:51:13.030,06:51:11.50,06:51:11.52","-30:24:58.68,-30:24:56.5,-30:24:56.52"
"SNhunt27","2010/11/26","16.5","00:23:54.00,00:23:53.99","-62:16:23.0,-62:16:22.08"
"SN2009ns","2009/10/15","16.51","02:15:37.60,02:15:37.608","-03:25:41.0,-03:25:41.02,-03:25:41.052"
"SN2010lu","2010/12/08","16.51","09:06:00.70,09:06:00.72","+29:20:32.5,+29:20:32.50,+29:20:32.64"
"SN2011fz","2011/09/18","16.51","22:58:20.30,22:58:20.29,22:58:20.4","+02:17:29.9,+02:17:29.90,+02:17:29.8,+02:17:29.868,+02:17:29.904"
"SN2012ce","2012/05/14","16.52","11:13:49.46,11:13:49.44","-29:55:32.0,-29:55:32.02,-29:55:32.16"
"CSS121114:090202+101800","2012/11/14","16.52","09:02:02.34,09:02:02.4","+10:18:00.1,+10:18:00"
"SN2007ce","2007/05/04","16.53","12:10:17.96","+48:43:31.5,+48:43:31.51"
"SN2004fe","2004/10/30","16.53","00:30:11.27","+02:05:23.5,+02:05:23.50"
"SN2013dh","2013/06/12","16.53","15:30:01.09","+12:59:12.9,+12:59:12.91"
"SN2010N","2010/01/12","16.53","13:09:05.24,13:09:05.28","+17:04:22.3,+17:04:22.30,+17:04:22.44"
"SN2007bd","2007/04/04","16.55","08:31:32.872,08:31:33.36,08:31:33.28","-01:11:52.02,-01:11:57.98,-01:11:58.0"
"CSS131023:221244+014803","2013/10/23","16.55","22:12:43.79,22:12:43.92","+01:48:03.3,+01:48:03.348"
"SSS120429:053858-475836","2012/04/29","16.55","05:38:58.35,05:38:58.344","-47:58:35.8,-47:58:35.76"
"SN2006S","2006/01/26","16.56","12:45:39.10","+35:05:12.4,+35:05:12.41"
"SN2009gs","2009/06/15","16.56","21:18:49.42,21:18:49.44","-05:57:10.8,-05:57:10.80,-05:57:10.836"
"SN2005mz","2005/12/31","16.57","03:19:49.88","+41:30:18.6,+41:30:18.61"
"CSS080219:151457+234110","2008/02/19","16.57","15:14:56.75,15:14:56.64","+23:41:10.1,+23:41:09.96"
"CSS130916:172000+245551","2013/09/16","16.57","17:20:00.13,17:20:00.24","+24:55:51.4,+24:55:51.24"
"SN2008cd","2008/04/29","16.58","13:15:01.75,13:15:01.777","-15:57:06.8,-15:57:06.70,-15:57:06.80"
"SN2008hk","2008/11/06","16.59","09:12:43.63,09:12:43.68","+09:55:47.9,+09:55:47.89,+09:55:47.856"
"SN2012dv","2012/07/18","16.59","21:48:30.29,21:48:30.24","-12:50:21.3,-12:50:21.30,-12:50:21.12"
"SN2008dh","2008/06/08","16.59","00:35:11.32,00:35:11.316","+23:15:15.1,+23:15:15.08,+23:15:15.12"
"SN2005ao","2005/03/07","16.6","17:44:49.64,17:44:49.68","+61:54:28.1,+61:54:28.44,+61:54:28.12"
"SN2005dk","2005/08/21","16.6","19:40:23.71","-55:12:05.1,-55:12:05.11"
"SSS120828:233202-454503","2012/08/28","16.6","23:32:02.18,23:32:02.16","-45:45:03.2,-45:45:03.24"
"SN2010gs","2010/08/01","16.6","20:45:39.51","-05:35:11.8,-05:35:11.80"
"SN2006bw","2006/04/27","16.6","14:33:56.73","+03:47:55.8,+03:47:55.79"
"SN2007al","2007/03/10","16.6","09:59:18.48","-19:28:25.8,-19:28:25.79"
"SN2006ct","2006/05/25","16.6","12:09:57.03,12:09:56.851,12:09:57.12","+47:05:43.9,+47:05:44.31,+47:05:43.8,+47:05:43.91"
"SN2010dp","2010/05/18","16.6","09:32:03.70,09:32:03.6","-05:53:38.1,-05:53:38.11,-05:53:38.112"
"SN2006it","2006/10/01","16.6","20:43:51.38","+12:30:30.9,+12:30:30.89"
"SN2004dh","2004/07/21","16.6","00:18:00.39","+24:33:44.5,+24:33:44.50"
"SN2003ee","2003/03/28","16.6","11:33:24.50,11:33:24.508","-09:59:26.4,-09:59:26.41,-09:59:26.49"
"SN2003kg","2003/11/27","16.6","22:03:34.64","+15:06:10.6,+15:06:10.58"
"SN2004al","2004/03/03","16.6","09:37:06.66,09:37:07.0","-22:10:18.9,-22:10:18.91,-22:10:19.0"
"SN2004cv","2004/06/24","16.6","16:06:14.45","+18:24:54.0,+18:24:54.00"
"SN2004cw","2004/06/13","16.6","19:30:57.45","-53:32:28.7,-53:32:28.72"
"SN2004gn","2004/12/01","16.6","12:34:12.10","+02:39:34.4,+02:39:34.42"
"SN2004iq","2004/09/23","16.6","17:16:35.84,17:16:35.90","-10:20:39.0,-10:20:37.8,-10:20:37.79"
"SN2005ab","2005/02/05","16.6","12:41:05.18,12:41:05.28","+50:22:56.2,+50:22:56.28,+50:22:56.21"
"SN2005ec","2005/09/16","16.6","04:54:19.17","+01:38:27.6,+01:38:27.60"
"SN2006da","2006/06/12","16.6","23:27:48.57","+14:28:27.0,+14:28:27.01"
"SN2008fg","2008/08/30","16.6","03:18:44.13,03:18:44.10","+41:28:57.1,+41:28:57.2,+41:28:57.22"
"SN2009bt","2009/03/22","16.6","03:08:57.08","+70:33:35.1,+70:33:35.10"
"SN2009dt","2009/04/28","16.6","22:10:09.18,22:10:09.27","-36:05:44.2,-36:05:42.6,-36:05:42.61"
"SN2009em","2009/05/05","16.6","00:34:44.53","-08:23:57.6,-08:23:57.59"
"SN2009fi","2009/05/30","16.6","14:06:05.80","+11:47:13.9,+11:47:13.88"
"SN2009id","2009/08/11","16.6","19:16:34.25","-46:41:20.3,-46:41:20.29"
"SN2009mg","2009/12/07","16.6","06:21:44.86","-59:44:26.0,-59:44:26.02"
"SNF20080720-001","2008/07/20","16.6","01:05:27.20","+37:51:11.0"
"MASTER OT J215411.92+332449.0","2012/09/15","16.6","21:54:11.92","+33:24:49.0"
"PSN J00320047-6415011","2012/05/14","16.6","00:32:00.47","-64:15:01.1"
"SN2010ac","2010/02/13","16.6","13:58:24.35","-34:30:55.4,-34:30:55.40"
"SN2010ku","2010/12/16","16.6","11:39:04.78","-00:12:40.2,-00:12:40.21"
"SN2010W","2010/02/07","16.6","11:56:48.07","-38:11:11.3,-38:11:11.29"
"SN2010X","2010/02/07","16.6","04:48:27.90","+73:28:14.8,+73:28:14.81"
"SN2011bb","2011/03/14","16.6","11:35:27.09","-38:00:54.9,-38:00:54.90"
"SN2011dr","2011/05/25","16.6","20:06:20.26,20:06:20.16","-42:45:58.1,-42:45:58.10,-42:45:58.0,-42:45:57.96"
"SN2011ds","2011/05/13","16.6","20:02:20.93,20:02:20.88","-20:13:13.4,-20:13:13.40,-20:13:13.3,-20:13:13.44"
"SN2011fg","2011/08/20","16.6","23:23:20.59","+16:47:41.3,+16:47:41.32"
"SN2012C","2012/01/04","16.6","09:37:30.48","+32:50:31.5,+32:50:31.49"
"SN2012gi","2012/11/09","16.6","22:08:52.44","+40:20:24.0,+40:20:24.00"
"SN2012go","2012/11/14","16.6","22:41:51.83","+34:58:07.4,+34:58:07.39"
"SN2012hh","2012/11/22","16.6","02:42:39.57,02:42:39.62","+39:31:54.7,+39:31:55.49,+39:31:55.5"
"SN2013cr","2013/05/14","16.6","16:11:46.47","+40:51:22.2,+40:51:22.21"
"SN2013do","2013/06/16","16.6","22:39:50.67","+38:12:44.3"
"SN2013hu","2013/12/28","16.6","11:28:07.86,11:28:07.92","-13:11:33.6,-13:11:33.61,-13:11:33.72"
"SN2008am","2008/01/10","16.61","12:28:36.25","+15:34:49.1,+15:34:49.12,+15:34:49.11"
"PTF10abyy","2010/12/08","16.61","05:16:40.52,05:16:40.524,05:16:40.488","+06:47:53.8,+06:47:53.76,+06:47:53.664"
"CSS101211:101243+355402","2010/12/11","16.61","10:12:42.71,10:12:42.72","+35:54:02.3,+35:54:02.16"
"SN2012ar","2012/03/01","16.61","16:20:36.02,16:20:36","-10:27:38.3,-10:27:38.30,-10:27:38.16"
"SN2012da","2012/06/18","16.61","13:02:33.66,13:02:33.6","+27:26:11.3,+27:26:11.29,+27:26:11.4"
"PS1-10w","2010/02/13","16.62","10:42:41.887,10:42:41.76,10:42:41.89,10:42:41.889","+58:50:37.77,+58:50:38.04,+58:50:37.8,+58:50:37.72,+58:50:37.78"
"SN2005an","2005/03/03","16.62","12:28:27.35","-24:38:02.4,-24:38:02.40"
"SN2011kj","2011/01/23","16.62","05:11:21.23,05:11:21.22,05:11:21.24","-25:53:05.9,-25:53:05.89,-25:53:06"
"SN2006en","2006/08/26","16.63","23:10:05.06","+30:13:24.0,+30:13:23.99"
"SN2009do","2009/04/22","16.64","12:34:58.35,12:34:58.316,12:34:58.32","+50:51:04.4,+50:51:03.81,+50:51:03.96,+50:51:04.39"
"SN2006B","2006/01/08","16.64","23:21:09.78","+33:24:01.2,+33:24:01.19"
"ASASSN-13dn","2013/12/15","16.64","12:52:58.20,12:52:58.32","+32:25:09.3,+32:25:05.52,+32:25:05.16"
"SN2005iq","2005/11/05","16.65","23:58:32.50,23:58:32.4,23:58:32.40","-18:42:33.0,-18:42:32.76,-18:42:33.12,-18:42:33.01"
"SN2012ag","2012/02/16","16.65","13:41:27.66,13:41:27.6","-32:00:01.0,-32:00:01.01,-32:00:01.08"
"SN2010dw","2010/06/05","16.66","15:22:40.31,15:22:40.279,15:22:40.32","-05:55:15.9,-05:55:16.46,-05:55:16.5,-05:55:15.89"
"CSS100616:132357-193951","2005/06/09","16.67","13:23:57.36","-19:39:50.76"
"SSS110422:113501-342704","2011/04/22","16.67","11:35:01.37,11:35:01.44","-34:27:03.5,-34:27:03.6"
"SN2004as","2004/03/11","16.68","11:25:39.18","+22:49:49.4,+22:49:49.40"
"SN2008fr","2008/09/14","16.68","01:11:49.14,01:11:49.224,01:11:49.176","+14:38:27.0,+14:38:26.21,+14:38:26.52,+14:38:26.99,+14:38:26.16"
"SN2008de","2008/04/17","16.68","15:55:24.97,15:55:24.96","-09:41:47.1,-09:41:47.11,-09:41:47.148"
"SN2004dn","2004/08/02","16.69","02:35:37.30","+37:37:54.2,+37:37:54.19"
"CSS080411:154258-020705","2008/04/11","16.69","15:42:58.36,15:42:58.32","-02:07:04.8,-02:07:04.836"
"CSS100321:110128+314449","2005/01/15","16.69","11:01:27.84","+31:44:49.2"
"LSQ12hzj","2012/12/28","16.7","09:59:12.43","-09:00:08.3,-09:00:08.25"
"SN2009bv","2009/03/27","16.7","13:07:20.47,13:07:20.517,13:07:20.4","+35:47:03.8,+35:47:03.20,+35:47:03.48,+35:47:03.80"
"SN2008dr","2008/06/28","16.7","22:10:51.67,22:10:51.664","+02:06:29.6,+02:06:29.34,+02:06:29.59"
"SN2003bn","2003/02/27","16.7","10:02:35.51,10:02:35.52,10:02:35.518","-21:10:54.5,-21:10:54.48,-21:10:54.52,-21:10:54.59"
"SN2006ir","2006/09/23","16.7","23:04:35.68","+07:36:21.5,+07:36:21.49"
"SN2003bv","2003/03/12","16.7","07:22:11.92,07:22:11.928","+40:28:01.5,+40:28:01.49,+40:28:01.59"
"SN2003ap","2003/02/09","16.7","09:50:52.80,09:50:52.83,09:50:52.838","-21:51:09.5,-21:51:10.1,-21:51:10.12,-21:51:10.19"
"SN2003X","2003/01/28","16.7","18:12:05.67,18:12:05.678","+29:09:17.3,+29:09:17.32,+29:09:17.39"
"SN2003bt","2003/03/09","16.7","10:55:22.48,10:55:22.488","-07:39:12.3,-07:39:12.31,-07:39:12.39"
"SN2003em","2003/05/27","16.7","02:09:20.23,02:09:20.238","-23:24:53.0,-23:24:52.99,-23:24:53.09"
"SN2003kd","2003/11/23","16.7","03:00:45.80","+44:27:13.0,+44:27:13.00"
"SN2004be","2004/04/06","16.7","10:00:19.47","-24:48:13.8,-24:48:13.79,-24:48:13.0"
"SN2004dg","2004/07/19","16.7","14:59:58.96","+01:53:25.6,+01:53:25.58"
"SN2005da","2005/07/18","16.7","18:37:46.89","+17:32:35.3,+17:32:35.30"
"SN2006do","2006/07/05","16.7","23:32:03.413,23:32:03.08","-27:43:33.63,-27:43:31.8,-27:43:31.80"
"SN2006ec","2006/08/04","16.7","23:38:12.46","-20:46:48.6,-20:46:48.79"
"SN2006W","2006/02/05","16.7","14:27:26.09","+25:31:09.8,+25:31:09.80"
"SN2007gq","2007/08/11","16.7","12:35:11.22","-00:13:21.6,-00:13:21.61"
"SN2008bd","2008/03/13","16.7","10:18:23.32","-13:06:11.2,-13:06:11.20"
"SN2008ci","2008/05/09","16.7","23:56:46.02","-02:38:18.6,-02:38:18.60"
"SN2008fi","2008/08/26","16.7","01:53:23.17","+29:21:28.4,+29:21:28.40"
"SN2008gf","2008/10/09","16.7","09:44:31.40","+55:45:31.1,+55:45:31.10"
"SN2009as","2009/03/08","16.7","14:47:26.64","-30:39:34.5,-30:39:34.49"
"SNF20080626-002","2008/06/26","16.7","22:45:02.49","+08:56:39.0"
"MASTER OT J133253.32+355733.3","2013/02/11","16.7","13:32:53.32","+35:57:33.3"
"MASTER OT J140859.07+255012.0","2012/01/04","16.7","14:08:59.07","+25:50:12.0"
"PSN J01074624-1730296","2011/07/20","16.7","01:07:46.24","-17:30:29.6"
"PSN J02115555-3912158","2013/05/12","16.7","02:11:55.55","-39:12:15.8"
"PSN J18120245-5858271","2013/02/28","16.7","18:12:02.45","-58:58:27.1"
"PTF11gdz","2011/06/22","16.7","03:16:34.77","+41:02:53.7"
"SN2010au","2010/03/15","16.7","09:12:36.39","+34:51:17.0,+34:51:16.99"
"SN2010iu","2010/10/07","16.7","00:40:02.48","-56:09:29.9,-56:09:29.92"
"SN2010iy","2010/10/18","16.7","18:36:36.91","-47:03:15.7,-47:03:15.70"
"SN2011ac","2011/02/11","16.7","08:43:22.16,08:43:22.15","+10:43:47.6,+10:43:47.60,+10:43:47.5"
"SN2011bh","2011/03/29","16.7","07:45:13.62","+53:04:10.7,+53:04:10.70"
"SN2012bm","2012/03/27","16.7","13:05:45.66","+46:27:52.9,+46:27:52.88"
"SN2012dg","2012/06/26","16.7","18:18:18.80","+47:41:54.2,+47:41:54.20"
"SN2012fk","2012/10/20","16.7","02:30:52.04","+22:28:45.9,+22:28:45.91"
"SN2012gp","2012/10/10","16.7","06:20:06.24","-64:57:08.5,-64:57:08.50"
"SN2012H","2012/01/10","16.7","05:20:14.94","-25:18:56.4,-25:18:56.30,-25:18:56.3"
"SN2012ic","2012/12/22","16.7","03:13:53.71","+33:58:03.7,+33:58:03.68"
"SN2013aq","2013/03/13","16.7","14:24:42.57","-03:12:31.0,-03:12:30.89,-03:12:30.9"
"SN2013cd","2013/04/28","16.7","08:16:49.00","+60:29:28.5,+60:29:28.50"
"SN2013di","2013/06/12","16.7","22:36:27.46,22:36:27.36","+21:36:54.3,+21:36:54.29,+21:36:54.36"
"SN2013fd","2013/08/27","16.7","01:34:00.66","-34:23:40.4,-34:23:40.42"
"SN2013fm","2013/09/06","16.7","07:31:05.40","+57:56:10.8,+57:56:10.79"
"SN2013gb","2013/10/31","16.7","08:58:52.52","+41:35:00.1,+41:35:00.10"
"SN2013gc","2013/11/07","16.7","08:07:11.88","-28:03:26.3,-28:03:26.32"
"SN2013hl","2013/12/13","16.7","11:50:00.16","+21:20:16.6,+21:20:16.58"
"SN2013hp","2013/12/12","16.7","23:13:59.72","+24:53:38.9,+24:53:38.90"
"SN2013R","2013/01/06","16.7","09:31:35.12,13:10:19.68","+35:23:42.4,+32:28:25.72"
"SNhunt125","2012/05/15","16.7","05:59:01.97,05:59:01.968","-52:28:22.4,-52:28:22.44"
"SNhunt140","2012/07/07","16.7","12:55:39.96,12:55:40.08","-39:32:18.1,-39:32:18.24"
"SNhunt147","2012/09/03","16.7","14:35:22.90,14:35:22.8","-13:43:56.9,-13:43:57"
"SNhunt42","2011/03/08","16.7","04:30:57.59,04:30:57.6","+05:32:14.5,+05:32:14.46"
"SSS130316:064016-361011","2013/03/16","16.7","06:40:15.83","-36:10:10.6"
"SN2010jh","2010/10/12","16.7","22:35:16.47,22:35:16.56","-21:41:54.1,-21:41:54.10,-21:41:54.24"
"SN2013gj","2013/11/10","16.71","02:41:10.00,02:41:09.99,02:41:10.008","-21:01:29.2,-21:01:29.21,-21:01:29.3,-21:01:29.28"
"PTF11hub","2011/07/15","16.72","13:12:59.540,13:12:59.52,13:12:59.54","+47:27:40.32,+47:27:40.3"
